Name,Size / Usage,Context,Input,Digest,Updated,source,size_gb
nemotron-cascade-2:30b,24GB,256K,Text,e0705e3fe8f7,5 months ago,nemotron\nemotron-cascade-2.csv,24.0
qwen3.5:35b,24GB,256K,"Text, Image",3460ffeede54,6 months ago,qwen\qwen3.5.csv,24.0
granite4:small-h-q5_1,24GB,1M,Text,d69fbb69df12,11 months ago,ibm\granite4.csv,24.0
granite4:small-h-base-q5_1,24GB,1M,Text,3b0094a43198,11 months ago,ibm\granite4.csv,24.0
qwen3.5:35b-a3b-q4_K_M,24GB,256K,"Text, Image",3460ffeede54,6 months ago,qwen\qwen3.5.csv,24.0
nemotron-3-nano:latest,24GB,1M,Text,b725f1117407,8 months ago,nemotron\nemotron-3-nano.csv,24.0
nemotron-3-nano:30b,24GB,1M,Text,b725f1117407,8 months ago,nemotron\nemotron-3-nano.csv,24.0
nemotron-cascade-2:latest,24GB,256K,Text,e0705e3fe8f7,5 months ago,nemotron\nemotron-cascade-2.csv,24.0
nemotron-3-nano:30b-a3b-q4_K_M,24GB,1M,Text,b725f1117407,8 months ago,nemotron\nemotron-3-nano.csv,24.0
mixtral:8x7b-text-v0.1-q3_K_L,24GB,32K,Text,09d5395d1226,1 year ago,mistral\mixtral.csv,24.0
granite4.1:30b-q6_K,24GB,128K,Text,d7711d853ce4,4 months ago,ibm\granite4.1.csv,24.0
translategemma:12b-it-bf16,24GB,128K,"Text, Image",7dc7429cc8b2,7 months ago,gemma\translategemma.csv,24.0
qwen3.5:35b-a3b,24GB,256K,"Text, Image",3460ffeede54,6 months ago,qwen\qwen3.5.csv,24.0
deepseek-coder:33b-instruct-q5_K_M,24GB,16K,Text,bd4a96fb44c0,2 years ago,deepseek\deepseek-coder.csv,24.0
granite4.2:30b-q6_K,24GB,128K,Text,201f8e27f3c2,1 week ago,granite\granite4.2.csv,24.0
granite4.1:30b-q6_K,24GB,128K,Text,d7711d853ce4,4 months ago,granite\granite4.1.csv,24.0
granite4.2:30b-q6_K,24GB,128K,Text,226492693360,1 week ago,ibm\granite4.2.csv,24.0
mistral-small:22b-instruct-2409-q8_0,24GB,128K,Text,ebe30125ec3c,1 year ago,mistral\mistral-small.csv,24.0
qwen:32b-chat-v1.5-q5_1,24GB,32K,Text,f3d3a42b3783,2 years ago,qwen\qwen.csv,24.0
deepseek-coder:33b-base-q5_K_M,24GB,16K,Text,2260429a178c,2 years ago,deepseek\deepseek-coder.csv,24.0
mixtral:8x7b-instruct-v0.1-q3_K_L,24GB,32K,Text,44a28a0d7d9a,1 year ago,mistral\mixtral.csv,24.0
gemma4:12b-it-bf16,24GB,256K,"Text, Image",54f4a2f82e7c,3 months ago,gemma\gemma4.csv,24.0
qwen:32b-text-v1.5-q5_1,24GB,32K,Text,577251d3ca12,2 years ago,qwen\qwen.csv,24.0
gemma3:12b-it-fp16,24GB,128K,"Text, Image",6b1ba564b78d,1 year ago,gemma\gemma3.csv,24.0
gemma4:12b-mlx-bf16,MLX 25GB,256K,"Text, Image",ae28af21156f,2 weeks ago,gemma\gemma4.csv,25.0
mistral-nemo:12b-instruct-2407-fp16,25GB,1000K,Text,412dcb6ec5f9,1 year ago,mistral\mistral-nemo.csv,25.0
qwen2.5:32b-instruct-q5_1,25GB,32K,Text,fc1b4cb1aabb,1 year ago,qwen\qwen2.5.csv,25.0
mistral-small:24b-instruct-2501-q8_0,25GB,32K,Text,20ffe5db0161,1 year ago,mistral\mistral-small.csv,25.0
deepseek-coder:33b-base-q5_1,25GB,16K,Text,ba34d0e6ade6,2 years ago,deepseek\deepseek-coder.csv,25.0
nemotron-3.5-lightning:30b,25GB,1M,Text,e7a64ff15fb1,3 weeks ago,nemotron\nemotron-3.5-lightning.csv,25.0
nemotron-3.5-lightning:30b-a3b-q4_K_M,25GB,1M,Text,e7a64ff15fb1,3 weeks ago,nemotron\nemotron-3.5-lightning.csv,25.0
nemotron-3.5-lightning:latest,25GB,1M,Text,e7a64ff15fb1,3 weeks ago,nemotron\nemotron-3.5-lightning.csv,25.0
qwen2.5-coder:32b-instruct-q5_1,25GB,32K,Text,571efad5efed,1 year ago,qwen\qwen2.5-coder.csv,25.0
deepseek-coder:33b-instruct-q5_1,25GB,16K,Text,11fccea78dbe,2 years ago,deepseek\deepseek-coder.csv,25.0
nemotron-3.5-lightning:30b-a3b,25GB,1M,Text,e7a64ff15fb1,3 weeks ago,nemotron\nemotron-3.5-lightning.csv,25.0
qwen2.5-coder:32b-base-q5_1,25GB,32K,Text,2e04e7beaf1e,1 year ago,qwen\qwen2.5-coder.csv,25.0
mixtral:8x7b-text,26GB,32K,Text,29c986d45fba,1 year ago,mistral\mixtral.csv,26.0
llama3-groq-tool-use:70b-q2_K,26GB,8K,Text,dab8a158f092,2 years ago,llama\llama3-groq-tool-use.csv,26.0
llama2:13b-chat-fp16,26GB,4K,Text,83b0fe8fee34,2 years ago,llama\llama2.csv,26.0
llama2:13b-text-fp16,26GB,4K,Text,d19bbe682374,2 years ago,llama\llama2.csv,26.0
granite4:small-h-base-q6_K,26GB,1M,Text,5ae879f1d200,11 months ago,ibm\granite4.csv,26.0
mixtral:8x7b-text-v0.1-q4_0,26GB,32K,Text,29c986d45fba,1 year ago,mistral\mixtral.csv,26.0
granite4:small-h-q6_K,26GB,1M,Text,ed28ded5553c,11 months ago,ibm\granite4.csv,26.0
llama3-gradient:70b-instruct-1048k-q2_K,26GB,1M,Text,ed7c53c8b502,2 years ago,llama\llama3-gradient.csv,26.0
llama3-chatqa:70b-v1.5-q2_K,26GB,8K,Text,8fde9769839c,2 years ago,llama\llama3-chatqa.csv,26.0
mistral-small3.2:24b-instruct-2506-q8_0,26GB,128K,"Text, Image",9b58e7bb625c,1 year ago,mistral\mistral-small3.2.csv,26.0
mixtral:8x7b-instruct-v0.1-q4_0,26GB,32K,Text,a3b6bef0f836,1 year ago,mistral\mixtral.csv,26.0
llama3:70b-text-q2_K,26GB,8K,Text,8e7acd975e4c,2 years ago,llama\llama3.csv,26.0
llama3:70b-instruct-q2_K,26GB,8K,Text,693db6efd8f9,2 years ago,llama\llama3.csv,26.0
mixtral:8x7b,26GB,32K,Text,a3b6bef0f836,1 year ago,mistral\mixtral.csv,26.0
mixtral:text,26GB,32K,Text,29c986d45fba,1 year ago,mistral\mixtral.csv,26.0
llama3.3:70b-instruct-q2_K,26GB,128K,Text,a6f03da15cbc,1 year ago,llama\llama3.3.csv,26.0
llama3.1:70b-text-q2_K,26GB,128K,Text,4dff43d37532,2 years ago,llama\llama3.1.csv,26.0
llama3.1:70b-instruct-q2_K,26GB,128K,Text,3cbf499d6905,1 year ago,llama\llama3.1.csv,26.0
mistral-small3.1:24b-instruct-2503-q8_0,26GB,128K,"Text, Image",79252b8a3eb5,1 year ago,mistral\mistral-small3.1.csv,26.0
mixtral:latest,26GB,32K,Text,a3b6bef0f836,1 year ago,mistral\mixtral.csv,26.0
mixtral:instruct,26GB,32K,Text,a3b6bef0f836,1 year ago,mistral\mixtral.csv,26.0
nemotron:70b-instruct-q2_K,26GB,128K,Text,f4743c4c6e52,1 year ago,nemotron\nemotron.csv,26.0
mixtral:8x7b-text-v0.1-q4_K_S,27GB,32K,Text,45ad2aba6509,1 year ago,mistral\mixtral.csv,27.0
deepseek-coder:33b-base-q6_K,27GB,16K,Text,4cb5c88ab035,2 years ago,deepseek\deepseek-coder.csv,27.0
deepseek-coder:33b-instruct-q6_K,27GB,16K,Text,d44c67a95e2a,2 years ago,deepseek\deepseek-coder.csv,27.0
qwen:72b-chat-q2_K,27GB,32K,Text,244e559ab857,2 years ago,qwen\qwen.csv,27.0
qwen:32b-chat-v1.5-q6_K,27GB,32K,Text,af95b2a2409c,2 years ago,qwen\qwen.csv,27.0
mixtral:8x7b-instruct-v0.1-q4_K_S,27GB,32K,Text,39c18795563b,1 year ago,mistral\mixtral.csv,27.0
qwen2.5:32b-instruct-q6_K,27GB,32K,Text,09f123ce518b,1 year ago,qwen\qwen2.5.csv,27.0
qwen:72b-text-q2_K,27GB,32K,Text,23b4e03b0625,2 years ago,qwen\qwen.csv,27.0
qwen2.5-coder:32b-instruct-q6_K,27GB,32K,Text,f9fb728566cf,1 year ago,qwen\qwen2.5-coder.csv,27.0
qwen2.5-coder:32b-base-q6_K,27GB,32K,Text,45489e1efe1b,1 year ago,qwen\qwen2.5-coder.csv,27.0
qwen:14b-chat-v1.5-fp16,28GB,32K,Text,cb20f077361d,2 years ago,qwen\qwen.csv,28.0
qwen:14b-chat-fp16,28GB,8K,Text,13c401be87d4,2 years ago,qwen\qwen.csv,28.0
mixtral:8x7b-instruct-v0.1-q4_K_M,28GB,32K,Text,a69121c90013,1 year ago,mistral\mixtral.csv,28.0
ministral-3:14b-instruct-2512-fp16,28GB,256K,"Text, Image",ba5a5da1e89b,8 months ago,mistral\ministral-3.csv,28.0
qwen:72b-chat-v1.5-q2_K,28GB,32K,Text,26d588038b9d,2 years ago,qwen\qwen.csv,28.0
qwen:14b-text-fp16,28GB,8K,Text,c49a8e18017a,2 years ago,qwen\qwen.csv,28.0
qwen:14b-text-v1.5-fp16,28GB,32K,Text,6a5ff630639c,2 years ago,qwen\qwen.csv,28.0
nemotron3:33b,28GB,128K,"Text, Image",,,nemotron\nemotron3.csv,28.0
mixtral:8x7b-text-v0.1-q4_K_M,28GB,32K,Text,2b19c246b20c,1 year ago,mistral\mixtral.csv,28.0
phi3:14b-medium-4k-instruct-fp16,28GB,4K,Text,b8af0a87fe3b,2 years ago,phi\phi3.csv,28.0
phi3:14b-medium-128k-instruct-fp16,28GB,4K,Text,ab0d71a0814b,2 years ago,phi\phi3.csv,28.0
nemotron3:33b-q4_K_M,28GB,128K,"Text, Image",,,nemotron\nemotron3.csv,28.0
gemma4:26b-a4b-it-q8_0,28GB,256K,"Text, Image",6bfaf9a8cb37,5 months ago,gemma\gemma4.csv,28.0
qwen:72b-text-v1.5-q2_K,28GB,32K,Text,197347e6f44a,2 years ago,qwen\qwen.csv,28.0
llama2:70b-text-q2_K,29GB,4K,Text,b45d7449cc92,2 years ago,llama\llama2.csv,29.0
llama2:70b-chat-q2_K,29GB,4K,Text,3cac2828f2b8,2 years ago,llama\llama2.csv,29.0
phi4-reasoning:14b-plus-fp16,29GB,32K,Text,561e2e2df29e,1 year ago,phi\phi4-reasoning.csv,29.0
phi4:14b-fp16,29GB,16K,Text,227695f919b5,1 year ago,phi\phi4.csv,29.0
mixtral:8x7b-text-v0.1-q4_1,29GB,32K,Text,20f1c9c7d6ee,1 year ago,mistral\mixtral.csv,29.0
mixtral:8x7b-instruct-v0.1-q4_1,29GB,32K,Text,4ca263ed25e3,1 year ago,mistral\mixtral.csv,29.0
gemma2:27b-instruct-q8_0,29GB,8K,Text,dab5dca674db,2 years ago,gemma\gemma2.csv,29.0
gemma4:26b-mxfp8,MLX 29GB,256K,"Text, Image",aee6e7cf8945,1 week ago,gemma\gemma4.csv,29.0
gemma2:27b-text-q8_0,29GB,8K,Text,0f062e1aad57,2 years ago,gemma\gemma2.csv,29.0
shieldgemma:27b-q8_0,29GB,8K,Text,0bedd4c372fe,1 year ago,gemma\shieldgemma.csv,29.0
llama2-uncensored:70b-chat-q2_K,29GB,2K,Text,07eb9c33537f,2 years ago,llama\llama2-uncensored.csv,29.0
phi4-reasoning:14b-fp16,29GB,32K,Text,d990c3364a6c,1 year ago,phi\phi4-reasoning.csv,29.0
qwen3.5:27b-mxfp8,MLX 30GB,256K,"Text, Image",3ce4a5647be1,2 days ago,qwen\qwen3.5.csv,30.0
qwen3.5:27b-q8_0,30GB,256K,"Text, Image",728880d65c32,6 months ago,qwen\qwen3.5.csv,30.0
qwen3.5:27b-int8,30GB,256K,"Text, Image",be0e0062ecdc,5 months ago,qwen\qwen3.5.csv,30.0
qwen2.5:14b-instruct-fp16,30GB,32K,Text,06c8c6f15cf9,1 year ago,qwen\qwen2.5.csv,30.0
qwen2.5:72b-instruct-q2_K,30GB,32K,Text,d072709cc1a8,1 year ago,qwen\qwen2.5.csv,30.0
qwen2.5-coder:14b-base-fp16,30GB,32K,Text,6f5c33bce184,1 year ago,qwen\qwen2.5-coder.csv,30.0
qwen3:14b-fp16,30GB,40K,Text,a5be4baba030,1 year ago,qwen\qwen3.csv,30.0
qwen2:72b-instruct-q2_K,30GB,32K,Text,cb6c3529e5c1,1 year ago,qwen\qwen2.csv,30.0
qwen2:72b-text-q2_K,30GB,128K,Text,9752808de1d3,2 years ago,qwen\qwen2.csv,30.0
qwen3.5:27b-coding-mxfp8,MLX 30GB,256K,"Text, Image",cbcaee837654,2 days ago,qwen\qwen3.5.csv,30.0
llama2:70b-text-q3_K_S,30GB,4K,Text,2227129bfc8a,2 years ago,llama\llama2.csv,30.0
qwen2.5-coder:14b-instruct-fp16,30GB,32K,Text,dd44773a07d3,1 year ago,qwen\qwen2.5-coder.csv,30.0
translategemma:27b-it-q8_0,30GB,128K,"Text, Image",b5b3e0d68687,7 months ago,gemma\translategemma.csv,30.0
llama2-uncensored:70b-chat-q3_K_S,30GB,2K,Text,493a8291671f,2 years ago,llama\llama2-uncensored.csv,30.0
llama2:70b-chat-q3_K_S,30GB,4K,Text,051b27c23c3f,2 years ago,llama\llama2.csv,30.0
deepseek-r1:14b-qwen-distill-fp16,30GB,128K,Text,7c72950ea94e,1 year ago,deepseek\deepseek-r1.csv,30.0
gemma3:27b-it-q8_0,30GB,128K,"Text, Image",273cbcd67032,1 year ago,gemma\gemma3.csv,30.0
medgemma:27b-it-q8_0,30GB,128K,"Text, Image",b3e649e18d1b,4 months ago,gemma\medgemma.csv,30.0
llama3:70b-instruct-q3_K_S,31GB,8K,Text,4c1a815173f7,2 years ago,llama\llama3.csv,31.0
llama3:70b-text-q3_K_S,31GB,8K,Text,85adac3167c3,2 years ago,llama\llama3.csv,31.0
llama3-groq-tool-use:70b-q3_K_S,31GB,8K,Text,4f446f9b1b86,2 years ago,llama\llama3-groq-tool-use.csv,31.0
llama3-chatqa:70b-v1.5-q3_K_S,31GB,8K,Text,6c487abb0e1f,2 years ago,llama\llama3-chatqa.csv,31.0
granite4.2:30b-q8_0,31GB,128K,Text,e4dd353378a0,1 week ago,ibm\granite4.2.csv,31.0
granite4.1:30b-q8_0,31GB,128K,Text,0f7a2b54edab,4 months ago,ibm\granite4.1.csv,31.0
llama3-gradient:70b-instruct-1048k-q3_K_S,31GB,1M,Text,bdee3e061f75,2 years ago,llama\llama3-gradient.csv,31.0
nemotron:70b-instruct-q3_K_S,31GB,128K,Text,49258a4a766a,1 year ago,nemotron\nemotron.csv,31.0
llama3.1:70b-instruct-q3_K_S,31GB,128K,Text,aae9a850239c,1 year ago,llama\llama3.1.csv,31.0
llama3.1:70b-text-q3_K_S,31GB,128K,Text,5d0e57a281be,2 years ago,llama\llama3.1.csv,31.0
granite4.1:30b-q8_0,31GB,128K,Text,0f7a2b54edab,4 months ago,granite\granite4.1.csv,31.0
llama3.3:70b-instruct-q3_K_S,31GB,128K,Text,84d6ecd40b42,1 year ago,llama\llama3.3.csv,31.0
granite4.2:30b-q8_0,31GB,128K,Text,3fafd190107e,1 week ago,granite\granite4.2.csv,31.0
mixtral:8x7b-instruct-v0.1-q5_0,32GB,32K,Text,94bb1b270af9,1 year ago,mistral\mixtral.csv,32.0
qwen3:30b-a3b-thinking-2507-q8_0,32GB,256K,Text,67e5f89a2a5d,11 months ago,qwen\qwen3.csv,32.0
qwen3:30b-a3b-instruct-2507-q8_0,32GB,256K,Text,528dfe43328b,11 months ago,qwen\qwen3.csv,32.0
qwen:72b-text-q3_K_S,32GB,32K,Text,325a8011ee4b,2 years ago,qwen\qwen.csv,32.0
qwen:72b-chat-q3_K_S,32GB,32K,Text,e69b5490aa6d,2 years ago,qwen\qwen.csv,32.0
mixtral:8x7b-instruct-v0.1-q5_K_S,32GB,32K,Text,68f12ddfe676,1 year ago,mistral\mixtral.csv,32.0
qwen3-coder:30b-a3b-q8_0,32GB,256K,Text,7b438a19895a,11 months ago,qwen\qwen3-coder.csv,32.0
mixtral:8x7b-text-v0.1-q5_K_S,32GB,32K,Text,0f550cd04214,1 year ago,mistral\mixtral.csv,32.0
mixtral:8x7b-text-v0.1-q5_0,32GB,32K,Text,1692f253599b,1 year ago,mistral\mixtral.csv,32.0
qwen:72b-text-v1.5-q3_K_S,33GB,32K,Text,543046c80b47,2 years ago,qwen\qwen.csv,33.0
qwen3:30b-a3b-q8_0,33GB,40K,Text,a43c3bd181ce,1 year ago,qwen\qwen3.csv,33.0
qwen:72b-chat-v1.5-q3_K_S,33GB,32K,Text,a3f91495a290,2 years ago,qwen\qwen.csv,33.0
llama2:70b-chat-q3_K_M,33GB,4K,Text,f11f61dc9832,2 years ago,llama\llama2.csv,33.0
llama2-uncensored:70b-chat-q3_K_M,33GB,2K,Text,dc1b2e6eadcb,2 years ago,llama\llama2-uncensored.csv,33.0
llama2:70b-text-q3_K_M,33GB,4K,Text,fbd62f5dcf16,2 years ago,llama\llama2.csv,33.0
mixtral:8x7b-instruct-v0.1-q5_K_M,33GB,32K,Text,d011e1981bd1,1 year ago,mistral\mixtral.csv,33.0
mixtral:8x7b-text-v0.1-q5_K_M,33GB,32K,Text,957a4d1fad36,1 year ago,mistral\mixtral.csv,33.0
nemotron-3.5-lightning:30b-a3b-mxfp8,MLX 34GB,256K,Text,9dad1618f1ac,3 days ago,nemotron\nemotron-3.5-lightning.csv,34.0
nemotron-3-nano:30b-a3b-q8_0,34GB,1M,Text,a98df31bcc4a,8 months ago,nemotron\nemotron-3-nano.csv,34.0
nemotron:70b-instruct-q3_K_M,34GB,128K,Text,a0a786c3dc39,1 year ago,nemotron\nemotron.csv,34.0
granite4:small-h-q8_0,34GB,1M,Text,e66e5f11bf5f,11 months ago,ibm\granite4.csv,34.0
granite4:small-h-base-q8_0,34GB,1M,Text,cc64cc10f132,11 months ago,ibm\granite4.csv,34.0
llama3-gradient:70b-instruct-1048k-q3_K_M,34GB,1M,Text,e4fc265d59a8,2 years ago,llama\llama3-gradient.csv,34.0
llama3-chatqa:70b-v1.5-q3_K_M,34GB,8K,Text,47d621963e0c,2 years ago,llama\llama3-chatqa.csv,34.0
qwen2:72b-text-q3_K_S,34GB,128K,Text,9c8a530d0bd7,2 years ago,qwen\qwen2.csv,34.0
qwen2:72b-instruct-q3_K_S,34GB,32K,Text,ae65012ceeac,1 year ago,qwen\qwen2.csv,34.0
llama3.1:70b-text-q3_K_M,34GB,128K,Text,521811adfd14,2 years ago,llama\llama3.1.csv,34.0
gemma4:31b-it-q8_0,34GB,256K,"Text, Image",53dd8459790f,5 months ago,gemma\gemma4.csv,34.0
gemma4:31b-mxfp8,MLX 34GB,256K,"Text, Image",9740f018f0d6,1 week ago,gemma\gemma4.csv,34.0
llama3.1:70b-instruct-q3_K_M,34GB,128K,Text,0e97a7709799,1 year ago,llama\llama3.1.csv,34.0
llama3-groq-tool-use:70b-q3_K_M,34GB,8K,Text,5e0c9286cabe,2 years ago,llama\llama3-groq-tool-use.csv,34.0
qwen3-vl:30b-a3b-instruct-q8_0,34GB,256K,"Text, Image",e274c055d4d6,10 months ago,qwen\qwen3-vl.csv,34.0
qwen3-vl:30b-a3b-thinking-q8_0,34GB,256K,"Text, Image",1f8c2d354be6,10 months ago,qwen\qwen3-vl.csv,34.0
llama3:70b-instruct-q3_K_M,34GB,8K,Text,aa0e78b2b879,2 years ago,llama\llama3.csv,34.0
llama3.3:70b-instruct-q3_K_M,34GB,128K,Text,151348be3103,1 year ago,llama\llama3.3.csv,34.0
llama3:70b-text-q3_K_M,34GB,8K,Text,05a42206e81a,2 years ago,llama\llama3.csv,34.0
qwen2.5:72b-instruct-q3_K_S,34GB,32K,Text,6fcfede9cc1c,1 year ago,qwen\qwen2.5.csv,34.0
qwen2.5-coder:32b-base-q8_0,35GB,32K,Text,2888b8e6d633,1 year ago,qwen\qwen2.5-coder.csv,35.0
nemotron-3.5-lightning:30b-a3b-q8_0,35GB,1M,Text,9983b24ee511,3 weeks ago,nemotron\nemotron-3.5-lightning.csv,35.0
qwen3:32b-q8_0,35GB,40K,Text,a46beca077e5,1 year ago,qwen\qwen3.csv,35.0
qwen2.5-coder:32b-instruct-q8_0,35GB,32K,Text,17c822ec821d,1 year ago,qwen\qwen2.5-coder.csv,35.0
qwen:32b-chat-v1.5-q8_0,35GB,32K,Text,33c6cb647280,2 years ago,qwen\qwen.csv,35.0
deepseek-coder:33b-instruct-q8_0,35GB,16K,Text,1b30ba8b1b95,2 years ago,deepseek\deepseek-coder.csv,35.0
deepseek-r1:32b-qwen-distill-q8_0,35GB,128K,Text,b177522350a4,1 year ago,deepseek\deepseek-r1.csv,35.0
mixtral:8x7b-text-v0.1-q5_1,35GB,32K,Text,24ef911cb6dc,1 year ago,mistral\mixtral.csv,35.0
mixtral:8x7b-instruct-v0.1-q5_1,35GB,32K,Text,1084fd5133d1,1 year ago,mistral\mixtral.csv,35.0
qwen2.5:32b-instruct-q8_0,35GB,32K,Text,378290543760,1 year ago,qwen\qwen2.5.csv,35.0
qwen:32b-text-v1.5-q8_0,35GB,32K,Text,60a90eb7a7da,2 years ago,qwen\qwen.csv,35.0
deepseek-coder:33b-base-q8_0,35GB,16K,Text,1779efbb95d3,2 years ago,deepseek\deepseek-coder.csv,35.0
llama2:70b-chat-q3_K_L,36GB,4K,Text,e2275953b0b3,2 years ago,llama\llama2.csv,36.0
llama2:70b-text-q3_K_L,36GB,4K,Text,b5bdb4982992,2 years ago,llama\llama2.csv,36.0
nemotron3:33b-q8,36GB,128K,"Text, Image",,,nemotron\nemotron3.csv,36.0
llama2-uncensored:70b-chat-q3_K_L,36GB,2K,Text,36c29a76fcc6,2 years ago,llama\llama2-uncensored.csv,36.0
qwen2.5vl:32b-q8_0,36GB,125K,"Text, Image",2702bb339158,1 year ago,qwen\qwen2.5vl.csv,36.0
qwen:72b-chat-v1.5-q3_K_M,36GB,32K,Text,8c8712c6e79c,2 years ago,qwen\qwen.csv,36.0
qwen3-vl:32b-instruct-q8_0,36GB,256K,"Text, Image",2d0a26462393,10 months ago,qwen\qwen3-vl.csv,36.0
qwen3-vl:32b-thinking-q8_0,36GB,256K,"Text, Image",76a7fcb8a3c0,10 months ago,qwen\qwen3-vl.csv,36.0
qwen:72b-text-v1.5-q3_K_M,36GB,32K,Text,0369ae92fbbb,2 years ago,qwen\qwen.csv,36.0
qwen3.5:35b-a3b-mxfp8,MLX 37GB,256K,"Text, Image",16b03b99d8bb,2 days ago,qwen\qwen3.5.csv,37.0
llama3-chatqa:70b-v1.5-q3_K_L,37GB,8K,Text,d894d5e58d1e,2 years ago,llama\llama3-chatqa.csv,37.0
llama3:70b-instruct-q3_K_L,37GB,8K,Text,e5d560a5f1ae,2 years ago,llama\llama3.csv,37.0
llama3-groq-tool-use:70b-q3_K_L,37GB,8K,Text,94b979ce931c,2 years ago,llama\llama3-groq-tool-use.csv,37.0
llama3:70b-text-q3_K_L,37GB,8K,Text,a59e68b60a66,2 years ago,llama\llama3.csv,37.0
qwen3.5:35b-a3b-coding-mxfp8,MLX 37GB,256K,"Text, Image",058a0c9f18b2,2 days ago,qwen\qwen3.5.csv,37.0
nemotron:70b-instruct-q3_K_L,37GB,128K,Text,a6c94d07d7c9,1 year ago,nemotron\nemotron.csv,37.0
qwen:72b-chat-q3_K_M,37GB,32K,Text,2142023c2267,2 years ago,qwen\qwen.csv,37.0
qwen:72b-text-q3_K_M,37GB,32K,Text,1c5d6fd01ff9,2 years ago,qwen\qwen.csv,37.0
llama3-gradient:70b-instruct-1048k-q3_K_L,37GB,1M,Text,a03cb0882529,2 years ago,llama\llama3-gradient.csv,37.0
llama3.1:70b-instruct-q3_K_L,37GB,128K,Text,dfa642c7de3f,1 year ago,llama\llama3.1.csv,37.0
llama3.1:70b-text-q3_K_L,37GB,128K,Text,92b790ee5c4e,2 years ago,llama\llama3.1.csv,37.0
qwen2.5:72b-instruct-q3_K_M,38GB,32K,Text,15abb3b7022f,1 year ago,qwen\qwen2.5.csv,38.0
mixtral:8x7b-instruct-v0.1-q6_K,38GB,32K,Text,ceaac0dbeffa,1 year ago,mistral\mixtral.csv,38.0
qwen:72b-chat-v1.5-q3_K_L,38GB,32K,Text,1a4a7d398f67,2 years ago,qwen\qwen.csv,38.0
qwen2:72b-text-q3_K_M,38GB,128K,Text,cfb026174537,2 years ago,qwen\qwen2.csv,38.0
qwen2:72b-instruct-q3_K_M,38GB,32K,Text,448681f34ba7,1 year ago,qwen\qwen2.csv,38.0
qwen3.5:35b-a3b-int8,38GB,256K,"Text, Image",fc565b23657b,5 months ago,qwen\qwen3.5.csv,38.0
qwen:72b-text-v1.5-q3_K_L,38GB,32K,Text,12d317b5786e,2 years ago,qwen\qwen.csv,38.0
mixtral:8x7b-text-v0.1-q6_K,38GB,32K,Text,0331d26f4ac1,1 year ago,mistral\mixtral.csv,38.0
llama2:70b-text-q4_K_S,39GB,4K,Text,1197a01c76e7,2 years ago,llama\llama2.csv,39.0
llama2:70b-chat-q4_K_S,39GB,4K,Text,e202e9dd13cc,2 years ago,llama\llama2.csv,39.0
llama2-uncensored:70b,39GB,2K,Text,bdd0ec2f5ec5,2 years ago,llama\llama2-uncensored.csv,39.0
qwen:72b-chat-q3_K_L,39GB,32K,Text,227bc5757311,2 years ago,qwen\qwen.csv,39.0
qwen:72b-text-q3_K_L,39GB,32K,Text,a7cdeaeb4dc6,2 years ago,qwen\qwen.csv,39.0
llama2:70b-text,39GB,4K,Text,b9b52e6b61c5,2 years ago,llama\llama2.csv,39.0
llama2-uncensored:70b-chat,39GB,2K,Text,bdd0ec2f5ec5,2 years ago,llama\llama2-uncensored.csv,39.0
qwen3.5:35b-a3b-q8_0,39GB,256K,"Text, Image",655d273ede3a,6 months ago,qwen\qwen3.5.csv,39.0
llama2-uncensored:70b-chat-q4_K_S,39GB,2K,Text,ccd1d1a41ec7,2 years ago,llama\llama2-uncensored.csv,39.0
llama2:70b,39GB,4K,Text,e7f6c06ffef4,2 years ago,llama\llama2.csv,39.0
llama2:70b-chat,39GB,4K,Text,e7f6c06ffef4,2 years ago,llama\llama2.csv,39.0
llama2-uncensored:70b-chat-q4_0,39GB,2K,Text,bdd0ec2f5ec5,2 years ago,llama\llama2-uncensored.csv,39.0
llama2:70b-chat-q4_0,39GB,4K,Text,e7f6c06ffef4,2 years ago,llama\llama2.csv,39.0
llama2:70b-text-q4_0,39GB,4K,Text,b9b52e6b61c5,2 years ago,llama\llama2.csv,39.0
llama3.1:70b-text-q4_0,40GB,128K,Text,89e7cf894d3c,2 years ago,llama\llama3.1.csv,40.0
llama3:70b-instruct,40GB,8K,Text,786f3184aec0,2 years ago,llama\llama3.csv,40.0
qwen2:72b-text-q3_K_L,40GB,128K,Text,cf78b2fa4fdd,2 years ago,qwen\qwen2.csv,40.0
llama3.1:70b-instruct-q4_K_S,40GB,128K,Text,826ee833d0c5,1 year ago,llama\llama3.1.csv,40.0
llama3.3:70b-instruct-q4_K_S,40GB,128K,Text,3d546a04bbd5,1 year ago,llama\llama3.3.csv,40.0
llama3.3:70b-instruct-q4_0,40GB,128K,Text,e5afe30ba419,1 year ago,llama\llama3.3.csv,40.0
qwen2:72b-instruct-q3_K_L,40GB,32K,Text,d78d37529ebe,1 year ago,qwen\qwen2.csv,40.0
llama3:70b,40GB,8K,Text,786f3184aec0,2 years ago,llama\llama3.csv,40.0
llama3:70b-instruct-q4_K_S,40GB,8K,Text,3b5ca57de719,2 years ago,llama\llama3.csv,40.0
llama3-gradient:70b-instruct-1048k-q4_K_S,40GB,1M,Text,8c990ff8dd67,2 years ago,llama\llama3-gradient.csv,40.0
llama3-groq-tool-use:70b-q4_K_S,40GB,8K,Text,464bc22f0c7f,2 years ago,llama\llama3-groq-tool-use.csv,40.0
